,GROUP,CONCEPT,NAME,NAME_USED,MAJOR_GROUP,TERR_GROUP,MAJOR_ORDER,SPECIES_NAME,NEW_GROUP,NEW_GROUP_2,bad_sp
1,Ants,NA,FORMICA aquilonia,FORMICA aquilonia,INSECTS,TERR_INC,HYMENOPTERA,FORMICA aquilonia,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
2,Ants,NA,FORMICA cunicularia,FORMICA cunicularia,INSECTS,TERR_INC,HYMENOPTERA,FORMICA cunicularia,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
3,Ants,NA,FORMICA exsecta,FORMICA exsecta,INSECTS,TERR_INC,HYMENOPTERA,FORMICA exsecta,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
4,Ants,NA,FORMICA fusca,FORMICA fusca,INSECTS,TERR_INC,HYMENOPTERA,FORMICA fusca,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
5,Ants,NA,FORMICA lemani,FORMICA lemani,INSECTS,TERR_INC,HYMENOPTERA,FORMICA lemani,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
6,Ants,NA,FORMICA lugubris,FORMICA lugubris,INSECTS,TERR_INC,HYMENOPTERA,FORMICA lugubris,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
7,Ants,NA,FORMICA picea,FORMICA picea,INSECTS,TERR_INC,HYMENOPTERA,FORMICA picea,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
8,Ants,NA,FORMICA pratensis,FORMICA pratensis,INSECTS,TERR_INC,HYMENOPTERA,FORMICA pratensis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
9,Ants,NA,FORMICA rufa,FORMICA rufa,INSECTS,TERR_INC,HYMENOPTERA,FORMICA rufa,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
10,Ants,NA,FORMICA rufibarbis,FORMICA rufibarbis,INSECTS,TERR_INC,HYMENOPTERA,FORMICA rufibarbis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
11,Ants,NA,FORMICA sanguinea,FORMICA sanguinea,INSECTS,TERR_INC,HYMENOPTERA,FORMICA sanguinea,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
12,Ants,NA,FORMICOXENUS nitidulus,FORMICOXENUS nitidulus,INSECTS,TERR_INC,HYMENOPTERA,FORMICOXENUS nitidulus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
13,Ants,NA,Hypoponera punctatissima agg,Hypoponera punctatissima agg,INSECTS,TERR_INC,HYMENOPTERA,Hypoponera punctatissima agg,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
14,Ants,NA,LASIUS alienus s.l.,LASIUS alienus s.l.,INSECTS,TERR_INC,HYMENOPTERA,LASIUS alienus s.l.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
15,Ants,NA,LASIUS alienus s.s.,LASIUS alienus s.s.,INSECTS,TERR_INC,HYMENOPTERA,LASIUS alienus s.s.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
16,Ants,NA,LASIUS brunneus,LASIUS brunneus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS brunneus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
17,Ants,NA,LASIUS emarginatus,LASIUS emarginatus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS emarginatus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
18,Ants,NA,LASIUS flavus,LASIUS flavus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS flavus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
19,Ants,NA,LASIUS fuliginosus,LASIUS fuliginosus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS fuliginosus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
20,Ants,NA,LASIUS meridionalis,LASIUS meridionalis,INSECTS,TERR_INC,HYMENOPTERA,LASIUS meridionalis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
21,Ants,NA,LASIUS mixtus,LASIUS mixtus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS mixtus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
22,Ants,NA,LASIUS neglectus,LASIUS neglectus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS neglectus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
23,Ants,NA,LASIUS niger s.l.,LASIUS niger s.l.,INSECTS,TERR_INC,HYMENOPTERA,LASIUS niger s.l.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
24,Ants,NA,LASIUS niger s.s.,LASIUS niger s.s.,INSECTS,TERR_INC,HYMENOPTERA,LASIUS niger s.s.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
25,Ants,NA,LASIUS platythorax,LASIUS platythorax,INSECTS,TERR_INC,HYMENOPTERA,LASIUS platythorax,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
26,Ants,NA,LASIUS psammophilus,LASIUS psammophilus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS psammophilus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
27,Ants,NA,LASIUS sabularum,LASIUS sabularum,INSECTS,TERR_INC,HYMENOPTERA,LASIUS sabularum,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
28,Ants,NA,LASIUS umbratus,LASIUS umbratus,INSECTS,TERR_INC,HYMENOPTERA,LASIUS umbratus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
29,Ants,NA,LEPTOTHORAX acervorum,LEPTOTHORAX acervorum,INSECTS,TERR_INC,HYMENOPTERA,LEPTOTHORAX acervorum,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
30,Ants,NA,LINEPITHEMA humile,LINEPITHEMA humile,INSECTS,TERR_INC,HYMENOPTERA,LINEPITHEMA humile,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
31,Ants,NA,MONOMORIUM pharaonis,MONOMORIUM pharaonis,INSECTS,TERR_INC,HYMENOPTERA,MONOMORIUM pharaonis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
32,Ants,NA,MYRMECINA graminicola,MYRMECINA graminicola,INSECTS,TERR_INC,HYMENOPTERA,MYRMECINA graminicola,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
33,Ants,NA,MYRMICA hirsuta,MYRMICA hirsuta,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA hirsuta,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
34,Ants,NA,MYRMICA karavajevi,MYRMICA karavajevi,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA karavajevi,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
35,Ants,NA,MYRMICA lobicornis,MYRMICA lobicornis,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA lobicornis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
36,Ants,NA,MYRMICA lonae,MYRMICA lonae,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA lonae,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
37,Ants,NA,MYRMICA rubra,MYRMICA rubra,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA rubra,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
38,Ants,NA,MYRMICA ruginodis,MYRMICA ruginodis,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA ruginodis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
39,Ants,NA,MYRMICA sabuleti,MYRMICA sabuleti,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA sabuleti,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
40,Ants,NA,MYRMICA scabrinodis,MYRMICA scabrinodis,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA scabrinodis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
41,Ants,NA,MYRMICA schencki,MYRMICA schencki,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA schencki,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
42,Ants,NA,MYRMICA specioides,MYRMICA specioides,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA specioides,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
43,Ants,NA,MYRMICA sulcinodis,MYRMICA sulcinodis,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA sulcinodis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
44,Ants,NA,MYRMICA vandeli,MYRMICA vandeli,INSECTS,TERR_INC,HYMENOPTERA,MYRMICA vandeli,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
45,Ants,NA,PARATRECHINA longicornis,PARATRECHINA longicornis,INSECTS,TERR_INC,HYMENOPTERA,PARATRECHINA longicornis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
46,Ants,NA,PONERA coarctata,PONERA coarctata,INSECTS,TERR_INC,HYMENOPTERA,PONERA coarctata,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
47,Ants,NA,PONERA testacea,PONERA testacea,INSECTS,TERR_INC,HYMENOPTERA,PONERA testacea,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
48,Ants,NA,SOLENOPSIS fugax,SOLENOPSIS fugax,INSECTS,TERR_INC,HYMENOPTERA,SOLENOPSIS fugax,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
49,Ants,NA,STENAMMA debile,STENAMMA debile,INSECTS,TERR_INC,HYMENOPTERA,STENAMMA debile,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
50,Ants,NA,STENAMMA westwoodii s.l.,STENAMMA westwoodii s.l.,INSECTS,TERR_INC,HYMENOPTERA,STENAMMA westwoodii s.l.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
51,Ants,NA,STENAMMA westwoodii s.s.,STENAMMA westwoodii s.s.,INSECTS,TERR_INC,HYMENOPTERA,STENAMMA westwoodii s.s.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
52,Ants,NA,STRONGYLOGNATHUS testaceus,STRONGYLOGNATHUS testaceus,INSECTS,TERR_INC,HYMENOPTERA,STRONGYLOGNATHUS testaceus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
53,Ants,NA,TAPINOMA erraticum s.l.,TAPINOMA erraticum s.l.,INSECTS,TERR_INC,HYMENOPTERA,TAPINOMA erraticum s.l.,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,yes
54,Ants,NA,TEMNOTHORAX albipennis,TEMNOTHORAX albipennis,INSECTS,TERR_INC,HYMENOPTERA,TEMNOTHORAX albipennis,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
55,Ants,NA,TEMNOTHORAX interruptus,TEMNOTHORAX interruptus,INSECTS,TERR_INC,HYMENOPTERA,TEMNOTHORAX interruptus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
56,Ants,NA,TEMNOTHORAX nylanderi,TEMNOTHORAX nylanderi,INSECTS,TERR_INC,HYMENOPTERA,TEMNOTHORAX nylanderi,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
57,Ants,NA,TEMNOTHORAX unifasciatus,TEMNOTHORAX unifasciatus,INSECTS,TERR_INC,HYMENOPTERA,TEMNOTHORAX unifasciatus,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
58,Ants,NA,Tetramorium atratulum,Tetramorium atratulum,INSECTS,TERR_INC,HYMENOPTERA,Tetramorium atratulum,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
59,Ants,NA,TETRAMORIUM bicarinatum,TETRAMORIUM bicarinatum,INSECTS,TERR_INC,HYMENOPTERA,TETRAMORIUM bicarinatum,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
60,Ants,NA,TETRAMORIUM caespitum,TETRAMORIUM caespitum,INSECTS,TERR_INC,HYMENOPTERA,TETRAMORIUM caespitum,TERRESTRIAL_INVERTS,TERRESTRIAL_INSECTS,no
148,AquaticBugs,Hem_1060,Aepophilus bonnairei,Aepophilus bonnairei,FRESHWATER,NA,FRESHWATER,Aepophilus bonnairei,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
103,AquaticBugs,Hem_1132,Aphelocheirus aestivalis,Aphelocheirus aestivalis,FRESHWATER,NA,FRESHWATER,Aphelocheirus aestivalis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
78,AquaticBugs,Hem_1161,Aquarius najas,Aquarius najas,FRESHWATER,NA,FRESHWATER,Aquarius najas,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
64,AquaticBugs,Hem_1162,Aquarius paludum,Aquarius paludum,FRESHWATER,NA,FRESHWATER,Aquarius paludum,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
110,AquaticBugs,Hem_1175,Arctocorisa carinata,Arctocorisa carinata,FRESHWATER,NA,FRESHWATER,Arctocorisa carinata,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
108,AquaticBugs,Hem_1176,Arctocorisa germari,Arctocorisa germari,FRESHWATER,NA,FRESHWATER,Arctocorisa germari,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
80,AquaticBugs,Hem_1239,Callicorixa praeusta,Callicorixa praeusta,FRESHWATER,NA,FRESHWATER,Callicorixa praeusta,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
120,AquaticBugs,Hem_1240,Callicorixa wollastoni,Callicorixa wollastoni,FRESHWATER,NA,FRESHWATER,Callicorixa wollastoni,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
124,AquaticBugs,Hem_1281,Ceratocombus coleoptratus,Ceratocombus coleoptratus,FRESHWATER,NA,FRESHWATER,Ceratocombus coleoptratus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
76,AquaticBugs,Hem_1288,Chartoscirta cincta,Chartoscirta cincta,FRESHWATER,NA,FRESHWATER,Chartoscirta cincta,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
133,AquaticBugs,Hem_1289,Chartoscirta cocksii,Chartoscirta cocksii,FRESHWATER,NA,FRESHWATER,Chartoscirta cocksii,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
146,AquaticBugs,Hem_1290,Chartoscirta elegantula,Chartoscirta elegantula,FRESHWATER,NA,FRESHWATER,Chartoscirta elegantula,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
150,AquaticBugs,Hem_1295,Chiloxanthus pilosus,Chiloxanthus pilosus,FRESHWATER,NA,FRESHWATER,Chiloxanthus pilosus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
132,AquaticBugs,Hem_1375,Corixa affinis,Corixa affinis,FRESHWATER,NA,FRESHWATER,Corixa affinis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
126,AquaticBugs,Hem_1376,Corixa dentipes,Corixa dentipes,FRESHWATER,NA,FRESHWATER,Corixa dentipes,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
140,AquaticBugs,Hem_1377,Corixa iberica,Corixa iberica,FRESHWATER,NA,FRESHWATER,Corixa iberica,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
61,AquaticBugs,Hem_1378,Corixa panzeri,Corixa panzeri,FRESHWATER,NA,FRESHWATER,Corixa panzeri,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
68,AquaticBugs,Hem_1379,Corixa punctata,Corixa punctata,FRESHWATER,NA,FRESHWATER,Corixa punctata,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
118,AquaticBugs,Hem_1409,Cryptostemma alienum,Cryptostemma alienum,FRESHWATER,NA,FRESHWATER,Cryptostemma alienum,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
151,AquaticBugs,Hem_3812,Cryptostemma waltli,Cryptostemma waltli,FRESHWATER,NA,FRESHWATER,Cryptostemma waltli,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
121,AquaticBugs,Hem_1419,Cymatia bonsdorffii,Cymatia bonsdorffii,FRESHWATER,NA,FRESHWATER,Cymatia bonsdorffii,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
85,AquaticBugs,Hem_1420,Cymatia coleoptrata,Cymatia coleoptrata,FRESHWATER,NA,FRESHWATER,Cymatia coleoptrata,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
144,AquaticBugs,Hem_1421,Cymatia rogenhoferi,Cymatia rogenhoferi,FRESHWATER,NA,FRESHWATER,Cymatia rogenhoferi,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
111,AquaticBugs,Hem_1648,Gerris argentatus,Gerris argentatus,FRESHWATER,NA,FRESHWATER,Gerris argentatus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
115,AquaticBugs,Hem_1649,Gerris costae,Gerris costae,FRESHWATER,NA,FRESHWATER,Gerris costae,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
77,AquaticBugs,Hem_1650,Gerris gibbifer,Gerris gibbifer,FRESHWATER,NA,FRESHWATER,Gerris gibbifer,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
67,AquaticBugs,Hem_1651,Gerris lacustris,Gerris lacustris,FRESHWATER,NA,FRESHWATER,Gerris lacustris,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
116,AquaticBugs,Hem_2647,Gerris lateralis,Gerris lateralis,FRESHWATER,NA,FRESHWATER,Gerris lateralis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
106,AquaticBugs,Hem_1652,Gerris odontogaster,Gerris odontogaster,FRESHWATER,NA,FRESHWATER,Gerris odontogaster,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
70,AquaticBugs,Hem_1653,Gerris thoracicus,Gerris thoracicus,FRESHWATER,NA,FRESHWATER,Gerris thoracicus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
119,AquaticBugs,Hem_1656,Glaenocorisa propinqua,Glaenocorisa propinqua,FRESHWATER,NA,FRESHWATER,Glaenocorisa propinqua,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
152,AquaticBugs,Hem_1657,Glaenocorisa propinqua subsp. cavifrons,Glaenocorisa propinqua subsp. cavifrons,FRESHWATER,NA,FRESHWATER,Glaenocorisa propinqua subsp. cavifrons,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
122,AquaticBugs,Hem_1658,Glaenocorisa propinqua subsp. propinqua,Glaenocorisa propinqua subsp. propinqua,FRESHWATER,NA,FRESHWATER,Glaenocorisa propinqua subsp. propinqua,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
139,AquaticBugs,Hem_1682,Halosalda lateralis,Halosalda lateralis,FRESHWATER,NA,FRESHWATER,Halosalda lateralis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
137,AquaticBugs,Hem_1700,Hebrus pusillus,Hebrus pusillus,FRESHWATER,NA,FRESHWATER,Hebrus pusillus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
102,AquaticBugs,Hem_1701,Hebrus ruficeps,Hebrus ruficeps,FRESHWATER,NA,FRESHWATER,Hebrus ruficeps,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
100,AquaticBugs,Hem_1710,Hesperocorixa castanea,Hesperocorixa castanea,FRESHWATER,NA,FRESHWATER,Hesperocorixa castanea,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
92,AquaticBugs,Hem_1711,Hesperocorixa linnaei,Hesperocorixa linnaei,FRESHWATER,NA,FRESHWATER,Hesperocorixa linnaei,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
125,AquaticBugs,Hem_1712,Hesperocorixa moesta,Hesperocorixa moesta,FRESHWATER,NA,FRESHWATER,Hesperocorixa moesta,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
91,AquaticBugs,Hem_1713,Hesperocorixa sahlbergi,Hesperocorixa sahlbergi,FRESHWATER,NA,FRESHWATER,Hesperocorixa sahlbergi,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
136,AquaticBugs,Hem_1733,Hydrometra gracilenta,Hydrometra gracilenta,FRESHWATER,NA,FRESHWATER,Hydrometra gracilenta,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
71,AquaticBugs,Hem_1734,Hydrometra stagnorum,Hydrometra stagnorum,FRESHWATER,NA,FRESHWATER,Hydrometra stagnorum,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
75,AquaticBugs,Hem_1761,Ilyocoris cimicoides,Ilyocoris cimicoides,FRESHWATER,NA,FRESHWATER,Ilyocoris cimicoides,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
87,AquaticBugs,Hem_1830,Limnoporus rufoscutellatus,Limnoporus rufoscutellatus,FRESHWATER,NA,FRESHWATER,Limnoporus rufoscutellatus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
89,AquaticBugs,Hem_3873,Macrosaldula scotica,Macrosaldula scotica,FRESHWATER,NA,FRESHWATER,Macrosaldula scotica,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
143,AquaticBugs,Hem_1956,Micracanthia marginalis,Micracanthia marginalis,FRESHWATER,NA,FRESHWATER,Micracanthia marginalis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
130,AquaticBugs,Hem_1958,Micronecta griseola,Micronecta griseola,FRESHWATER,NA,FRESHWATER,Micronecta griseola,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
131,AquaticBugs,Hem_1959,Micronecta minutissima,Micronecta minutissima,FRESHWATER,NA,FRESHWATER,Micronecta minutissima,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
117,AquaticBugs,Hem_1960,Micronecta poweri,Micronecta poweri,FRESHWATER,NA,FRESHWATER,Micronecta poweri,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
114,AquaticBugs,Hem_1961,Micronecta scholtzi,Micronecta scholtzi,FRESHWATER,NA,FRESHWATER,Micronecta scholtzi,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
135,AquaticBugs,Hem_1965,Microvelia buenoi,Microvelia buenoi,FRESHWATER,NA,FRESHWATER,Microvelia buenoi,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
113,AquaticBugs,Hem_1966,Microvelia pygmaea,Microvelia pygmaea,FRESHWATER,NA,FRESHWATER,Microvelia pygmaea,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
84,AquaticBugs,Hem_1967,Microvelia reticulata,Microvelia reticulata,FRESHWATER,NA,FRESHWATER,Microvelia reticulata,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
149,AquaticBugs,Hem_2026,Naucoris maculatus,Naucoris maculatus,FRESHWATER,NA,FRESHWATER,Naucoris maculatus,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
74,AquaticBugs,Hem_2040,Nepa cinerea,Nepa cinerea,FRESHWATER,NA,FRESHWATER,Nepa cinerea,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
66,AquaticBugs,Hem_2046,Notonecta glauca,Notonecta glauca,FRESHWATER,NA,FRESHWATER,Notonecta glauca,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
99,AquaticBugs,Hem_2047,Notonecta maculata,Notonecta maculata,FRESHWATER,NA,FRESHWATER,Notonecta maculata,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
96,AquaticBugs,Hem_2048,Notonecta obliqua,Notonecta obliqua,FRESHWATER,NA,FRESHWATER,Notonecta obliqua,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
97,AquaticBugs,Hem_2049,Notonecta viridis,Notonecta viridis,FRESHWATER,NA,FRESHWATER,Notonecta viridis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
145,AquaticBugs,Hem_2135,Pachycoleus waltli,Pachycoleus waltli,FRESHWATER,NA,FRESHWATER,Pachycoleus waltli,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
82,AquaticBugs,Hem_2149,Paracorixa concinna,Paracorixa concinna,FRESHWATER,NA,FRESHWATER,Paracorixa concinna,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
83,AquaticBugs,Hem_2243,Plea minutissima,Plea minutissima,FRESHWATER,NA,FRESHWATER,Plea minutissima,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
65,AquaticBugs,Hem_2343,Ranatra linearis,Ranatra linearis,FRESHWATER,NA,FRESHWATER,Ranatra linearis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
107,AquaticBugs,Hem_2388,Salda littoralis,Salda littoralis,FRESHWATER,NA,FRESHWATER,Salda littoralis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
142,AquaticBugs,Hem_2389,Salda morio,Salda morio,FRESHWATER,NA,FRESHWATER,Salda morio,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
141,AquaticBugs,Hem_2390,Salda muelleri,Salda muelleri,FRESHWATER,NA,FRESHWATER,Salda muelleri,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
129,AquaticBugs,Hem_2396,Saldula arenicola,Saldula arenicola,FRESHWATER,NA,FRESHWATER,Saldula arenicola,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
88,AquaticBugs,Hem_2397,Saldula c-album,Saldula c-album,FRESHWATER,NA,FRESHWATER,Saldula c-album,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
147,AquaticBugs,Hem_2398,Saldula fucicola,Saldula fucicola,FRESHWATER,NA,FRESHWATER,Saldula fucicola,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
138,AquaticBugs,Hem_2399,Saldula opacula,Saldula opacula,FRESHWATER,NA,FRESHWATER,Saldula opacula,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
127,AquaticBugs,Hem_2400,Saldula orthochila,Saldula orthochila,FRESHWATER,NA,FRESHWATER,Saldula orthochila,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
128,AquaticBugs,Hem_2401,Saldula pallipes,Saldula pallipes,FRESHWATER,NA,FRESHWATER,Saldula pallipes,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
94,AquaticBugs,Hem_2402,Saldula palustris,Saldula palustris,FRESHWATER,NA,FRESHWATER,Saldula palustris,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
63,AquaticBugs,Hem_2403,Saldula pilosella,Saldula pilosella,FRESHWATER,NA,FRESHWATER,Saldula pilosella,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
79,AquaticBugs,Hem_2404,Saldula saltatoria,Saldula saltatoria,FRESHWATER,NA,FRESHWATER,Saldula saltatoria,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
123,AquaticBugs,Hem_2405,Saldula scotica,Saldula scotica,FRESHWATER,NA,FRESHWATER,Saldula scotica,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
104,AquaticBugs,Hem_2431,Sigara distincta,Sigara distincta,FRESHWATER,NA,FRESHWATER,Sigara distincta,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
72,AquaticBugs,Hem_2432,Sigara dorsalis,Sigara dorsalis,FRESHWATER,NA,FRESHWATER,Sigara dorsalis,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
109,AquaticBugs,Hem_2433,Sigara falleni,Sigara falleni,FRESHWATER,NA,FRESHWATER,Sigara falleni,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
93,AquaticBugs,Hem_2435,Sigara fossarum,Sigara fossarum,FRESHWATER,NA,FRESHWATER,Sigara fossarum,FRESHWATER_SPECIES,FRESHWATER_SPECIES,no
