,SPECIES,SPECIES_NAME,GROUP,MAJOR_ORDER
308,Bry_41,Aulacomnium androgynum,Bryophytes,LOWER_PLANTS
309,Bry_42,Aulacomnium palustre,Bryophytes,LOWER_PLANTS
310,Bry_692,Barbilophozia atlantica,Bryophytes,LOWER_PLANTS
311,Bry_693,Barbilophozia attenuata,Bryophytes,LOWER_PLANTS
312,Bry_694,Barbilophozia barbata,Bryophytes,LOWER_PLANTS
313,Bry_695,Barbilophozia floerkei,Bryophytes,LOWER_PLANTS
314,Bry_696,Barbilophozia hatcheri,Bryophytes,LOWER_PLANTS
315,Bry_45,Barbula convoluta,Bryophytes,LOWER_PLANTS
316,Bry_62,Barbula unguiculata,Bryophytes,LOWER_PLANTS
317,Bry_64,Bartramia halleriana,Bryophytes,LOWER_PLANTS
318,Bry_65,Bartramia ithyphylla,Bryophytes,LOWER_PLANTS
319,Bry_66,Bartramia pomiformis,Bryophytes,LOWER_PLANTS
320,Bry_700,Bazzania pearsonii,Bryophytes,LOWER_PLANTS
321,Bry_701,Bazzania tricrenata,Bryophytes,LOWER_PLANTS
322,Bry_702,Bazzania trilobata,Bryophytes,LOWER_PLANTS
323,Bry_703,Blasia pusilla,Bryophytes,LOWER_PLANTS
324,Bry_704,Blepharostoma trichophyllum,Bryophytes,LOWER_PLANTS
325,Bry_69,Blindia acuta,Bryophytes,LOWER_PLANTS
326,Bry_71,Brachydontium trichodes,Bryophytes,LOWER_PLANTS
327,Bry_84,Brachytheciastrum velutinum,Bryophytes,LOWER_PLANTS
328,Bry_72,Brachythecium albicans,Bryophytes,LOWER_PLANTS
329,Bry_75,Brachythecium glareosum,Bryophytes,LOWER_PLANTS
330,Bry_76,Brachythecium mildeanum,Bryophytes,LOWER_PLANTS
331,Bry_80,Brachythecium rivulare,Bryophytes,LOWER_PLANTS
332,Bry_81,Brachythecium rutabulum,Bryophytes,LOWER_PLANTS
333,Bry_85,Breutelia chrysocoma,Bryophytes,LOWER_PLANTS
334,Bry_1034,Bryoerythrophyllum caledonicum,Bryophytes,LOWER_PLANTS
335,Bry_49,Bryoerythrophyllum ferruginascens,Bryophytes,LOWER_PLANTS
336,Bry_54,Bryoerythrophyllum recurvirostrum,Bryophytes,LOWER_PLANTS
337,Bry_112,Bryum algovicum,Bryophytes,LOWER_PLANTS
338,Bry_87,Bryum alpinum,Bryophytes,LOWER_PLANTS
339,Bry_1765,Bryum archangelicum,Bryophytes,LOWER_PLANTS
340,Bry_89,Bryum argenteum,Bryophytes,LOWER_PLANTS
341,Bry_658,Bryum bornholmense,Bryophytes,LOWER_PLANTS
342,Bry_93,Bryum canariense,Bryophytes,LOWER_PLANTS
343,Bry_94,Bryum capillare,Bryophytes,LOWER_PLANTS
344,Bry_96,Bryum donianum,Bryophytes,LOWER_PLANTS
345,Bry_664,Bryum klinggraeffii,Bryophytes,LOWER_PLANTS
346,Bry_661,Bryum moravicum,Bryophytes,LOWER_PLANTS
347,Bry_110,Bryum pallens,Bryophytes,LOWER_PLANTS
348,Bry_111,Bryum pallescens,Bryophytes,LOWER_PLANTS
349,Bry_113,Bryum pseudotriquetrum,Bryophytes,LOWER_PLANTS
350,Bry_107,Bryum radiculosum,Bryophytes,LOWER_PLANTS
351,Bry_115,Bryum rubens,Bryophytes,LOWER_PLANTS
352,Bry_667,Bryum ruderale,Bryophytes,LOWER_PLANTS
353,Bry_668,Bryum sauteri,Bryophytes,LOWER_PLANTS
354,Bry_665,Bryum subapiculatum,Bryophytes,LOWER_PLANTS
355,Bry_671,Bryum torquescens,Bryophytes,LOWER_PLANTS
356,Bry_672,Bryum violaceum,Bryophytes,LOWER_PLANTS
357,Bry_123,Bryum weigelii,Bryophytes,LOWER_PLANTS
358,Bry_125,Buxbaumia viridis,Bryophytes,LOWER_PLANTS
359,Bry_3,Calliergon cordifolium,Bryophytes,LOWER_PLANTS
360,Bry_5,Calliergon giganteum,Bryophytes,LOWER_PLANTS
361,Bry_4,Calliergonella cuspidata,Bryophytes,LOWER_PLANTS
362,Bry_354,Calliergonella lindbergii,Bryophytes,LOWER_PLANTS
363,Bry_705,Calypogeia arguta,Bryophytes,LOWER_PLANTS
364,Bry_706,Calypogeia fissa,Bryophytes,LOWER_PLANTS
365,Bry_708.1,Calypogeia integristipula,Bryophytes,LOWER_PLANTS
366,Bry_707,Calypogeia muelleriana,Bryophytes,LOWER_PLANTS
367,Bry_709,Calypogeia sphagnicola,Bryophytes,LOWER_PLANTS
368,Bry_129,Campyliadelphus chrysophyllus,Bryophytes,LOWER_PLANTS
369,Bry_130,Campyliadelphus elodes,Bryophytes,LOWER_PLANTS
370,Bry_1078,Campylium stellatum s.l.,Bryophytes,LOWER_PLANTS
371,Bry_135,Campylophyllum calcareum,Bryophytes,LOWER_PLANTS
372,Bry_137,Campylopus atrovirens,Bryophytes,LOWER_PLANTS
373,Bry_138,Campylopus brevipilus,Bryophytes,LOWER_PLANTS
374,Bry_139,Campylopus flexuosus,Bryophytes,LOWER_PLANTS
375,Bry_140,Campylopus fragilis,Bryophytes,LOWER_PLANTS
376,Bry_141,Campylopus introflexus,Bryophytes,LOWER_PLANTS
377,Bry_142,Campylopus pyriformis,Bryophytes,LOWER_PLANTS
378,Bry_714,Cephalozia bicuspidata,Bryophytes,LOWER_PLANTS
379,Bry_715,Cephalozia catenulata,Bryophytes,LOWER_PLANTS
380,Bry_716,Cephalozia connivens,Bryophytes,LOWER_PLANTS
381,Bry_721,Cephalozia lunulifolia,Bryophytes,LOWER_PLANTS
382,Bry_720,Cephalozia macrostachya,Bryophytes,LOWER_PLANTS
383,Bry_732,Cephaloziella divaricata,Bryophytes,LOWER_PLANTS
384,Bry_727,Cephaloziella hampeana,Bryophytes,LOWER_PLANTS
385,Bry_729,Cephaloziella massalongi,Bryophytes,LOWER_PLANTS
386,Bry_978,Cephaloziella nicholsonii,Bryophytes,LOWER_PLANTS
387,Bry_986,Chiloscyphus polyanthos s.l.,Bryophytes,LOWER_PLANTS
388,Bry_153,Cinclidotus fontinaloides,Bryophytes,LOWER_PLANTS
389,Bry_156,Cirriphyllum crassinervium,Bryophytes,LOWER_PLANTS
390,Bry_157,Cirriphyllum piliferum,Bryophytes,LOWER_PLANTS
391,Bry_739,Cladopodiella fluitans,Bryophytes,LOWER_PLANTS
392,Bry_158,Climacium dendroides,Bryophytes,LOWER_PLANTS
393,Bry_741,Cololejeunea calcarea,Bryophytes,LOWER_PLANTS
394,Bry_742,Cololejeunea minutissima,Bryophytes,LOWER_PLANTS
395,Bry_743,Cololejeunea rossettiana,Bryophytes,LOWER_PLANTS
396,Bry_744,Colura calyptrifolia,Bryophytes,LOWER_PLANTS
397,Bry_745,Conocephalum conicum s.l.,Bryophytes,LOWER_PLANTS
398,Bry_159,Conostomum tetragonum,Bryophytes,LOWER_PLANTS
399,Bry_164,Cryphaea heteromalla,Bryophytes,LOWER_PLANTS
400,Bry_166,Ctenidium molluscum,Bryophytes,LOWER_PLANTS
401,Bry_169,Cynodontium bruntonii,Bryophytes,LOWER_PLANTS
402,Bry_165,Dendrocryphaea lamyana,Bryophytes,LOWER_PLANTS
403,Bry_154,Dialytrichia mucronata,Bryophytes,LOWER_PLANTS
404,Bry_187,Dichodontium palustre,Bryophytes,LOWER_PLANTS
405,Bry_180,Dichodontium pellucidum s.l.,Bryophytes,LOWER_PLANTS
406,Bry_181,Dicranella cerviculata,Bryophytes,LOWER_PLANTS
407,Bry_184,Dicranella heteromalla,Bryophytes,LOWER_PLANTS
408,Bry_185,Dicranella rufescens,Bryophytes,LOWER_PLANTS
409,Bry_186,Dicranella schreberiana,Bryophytes,LOWER_PLANTS
410,Bry_674,Dicranella staphylina,Bryophytes,LOWER_PLANTS
411,Bry_189,Dicranella varia,Bryophytes,LOWER_PLANTS
412,Bry_191,Dicranodontium denudatum,Bryophytes,LOWER_PLANTS
413,Bry_193,Dicranoweisia cirrata,Bryophytes,LOWER_PLANTS
414,Bry_197,Dicranum bonjeanii,Bryophytes,LOWER_PLANTS
415,Bry_203,Dicranum majus,Bryophytes,LOWER_PLANTS
416,Bry_204,Dicranum montanum,Bryophytes,LOWER_PLANTS
417,Bry_206,Dicranum scoparium,Bryophytes,LOWER_PLANTS
418,Bry_207,Dicranum scottianum,Bryophytes,LOWER_PLANTS
419,Bry_208,Dicranum spurium,Bryophytes,LOWER_PLANTS
420,Bry_210,Dicranum tauricum,Bryophytes,LOWER_PLANTS
421,Bry_44,Didymodon acutus,Bryophytes,LOWER_PLANTS
422,Bry_48,Didymodon fallax,Bryophytes,LOWER_PLANTS
423,Bry_55,Didymodon ferrugineus,Bryophytes,LOWER_PLANTS
424,Bry_47,Didymodon insulanus,Bryophytes,LOWER_PLANTS
425,Bry_61,Didymodon luridus,Bryophytes,LOWER_PLANTS
426,Bry_53,Didymodon nicholsonii,Bryophytes,LOWER_PLANTS
427,Bry_57,Didymodon rigidulus,Bryophytes,LOWER_PLANTS
428,Bry_627,Didymodon sinuosus,Bryophytes,LOWER_PLANTS
429,Bry_59,Didymodon spadiceus,Bryophytes,LOWER_PLANTS
430,Bry_60,Didymodon tophaceus,Bryophytes,LOWER_PLANTS
431,Bry_1046,Didymodon umbrosus,Bryophytes,LOWER_PLANTS
432,Bry_63,Didymodon vinealis,Bryophytes,LOWER_PLANTS
433,Bry_211,Diphyscium foliosum,Bryophytes,LOWER_PLANTS
434,Bry_747,Diplophyllum albicans,Bryophytes,LOWER_PLANTS
435,Bry_213,Distichium capillaceum,Bryophytes,LOWER_PLANTS
436,Bry_214,Distichium inclinatum,Bryophytes,LOWER_PLANTS
437,Bry_216,Ditrichum flexicaule s.l.,Bryophytes,LOWER_PLANTS
438,Bry_217,Ditrichum heteromallum,Bryophytes,LOWER_PLANTS
439,Bry_221,Ditrichum zonatum,Bryophytes,LOWER_PLANTS
440,Bry_750,Douinia ovata,Bryophytes,LOWER_PLANTS
441,Bry_222,Drepanocladus aduncus,Bryophytes,LOWER_PLANTS
442,Bry_133,Drepanocladus polygamus,Bryophytes,LOWER_PLANTS
443,Bry_751,Drepanolejeunea hamatifolia,Bryophytes,LOWER_PLANTS
444,Bry_231,Encalypta ciliata,Bryophytes,LOWER_PLANTS
445,Bry_233,Encalypta streptocarpa,Bryophytes,LOWER_PLANTS
446,Bry_234,Encalypta vulgaris,Bryophytes,LOWER_PLANTS
447,Bry_235,Entodon concinnus,Bryophytes,LOWER_PLANTS
448,Bry_282,Entosthodon attenuatus,Bryophytes,LOWER_PLANTS
449,Bry_285,Entosthodon muhlenbergii,Bryophytes,LOWER_PLANTS
450,Bry_286,Entosthodon obtusus,Bryophytes,LOWER_PLANTS
451,Bry_238,Ephemerum recurvifolium,Bryophytes,LOWER_PLANTS
452,Bry_239,Ephemerum serratum s.l.,Bryophytes,LOWER_PLANTS
453,Bry_242,Epipterygium tozeri,Bryophytes,LOWER_PLANTS
454,Bry_243,Eucladium verticillatum,Bryophytes,LOWER_PLANTS
455,Bry_255,Eurhynchium striatum,Bryophytes,LOWER_PLANTS
456,Bry_257,Fissidens adianthoides,Bryophytes,LOWER_PLANTS
457,Bry_4142,Fissidens bryoides s.l.,Bryophytes,LOWER_PLANTS
458,Bry_1000,Fissidens celticus,Bryophytes,LOWER_PLANTS
459,Bry_261,Fissidens crassipes,Bryophytes,LOWER_PLANTS
460,Bry_262,Fissidens dubius,Bryophytes,LOWER_PLANTS
461,Bry_265,Fissidens exilis,Bryophytes,LOWER_PLANTS
462,Bry_405,Fissidens fontanus,Bryophytes,LOWER_PLANTS
463,Bry_266,Fissidens incurvus,Bryophytes,LOWER_PLANTS
464,Bry_269,Fissidens osmundoides,Bryophytes,LOWER_PLANTS
465,Bry_271,Fissidens rivularis,Bryophytes,LOWER_PLANTS
466,Bry_272,Fissidens rufulus,Bryophytes,LOWER_PLANTS
467,Bry_274,Fissidens taxifolius,Bryophytes,LOWER_PLANTS
468,Bry_1055,Fissidens viridulus s.l.,Bryophytes,LOWER_PLANTS
469,Bry_276,Fontinalis antipyretica,Bryophytes,LOWER_PLANTS
470,Bry_281,Fontinalis squamosa,Bryophytes,LOWER_PLANTS
471,Bry_758,Fossombronia foveolata,Bryophytes,LOWER_PLANTS
472,Bry_962,Fossombronia incurva,Bryophytes,LOWER_PLANTS
473,Bry_762,Fossombronia pusilla s.l.,Bryophytes,LOWER_PLANTS
474,Bry_763,Fossombronia wondraczekii,Bryophytes,LOWER_PLANTS
475,Bry_764,Frullania dilatata,Bryophytes,LOWER_PLANTS
476,Bry_765,Frullania fragilifolia,Bryophytes,LOWER_PLANTS
477,Bry_767,Frullania microphylla,Bryophytes,LOWER_PLANTS
478,Bry_768,Frullania tamarisci,Bryophytes,LOWER_PLANTS
479,Bry_766,Frullania teneriffae,Bryophytes,LOWER_PLANTS
480,Bry_284,Funaria hygrometrica,Bryophytes,LOWER_PLANTS
481,Bry_287,Glyphomitrium daviesii,Bryophytes,LOWER_PLANTS
482,Bry_301,Grimmia funalis,Bryophytes,LOWER_PLANTS
483,Bry_302,Grimmia hartmanii,Bryophytes,LOWER_PLANTS
484,Bry_309,Grimmia orbicularis,Bryophytes,LOWER_PLANTS
485,Bry_312,Grimmia pulvinata,Bryophytes,LOWER_PLANTS
486,Bry_311,Grimmia ramondii,Bryophytes,LOWER_PLANTS
487,Bry_317,Grimmia torquata,Bryophytes,LOWER_PLANTS
488,Bry_1813,Grimmia trichophylla agg.,Bryophytes,LOWER_PLANTS
489,Bry_772,Gymnocolea inflata,Bryophytes,LOWER_PLANTS
490,Bry_774,Gymnomitrion concinnatum,Bryophytes,LOWER_PLANTS
491,Bry_776,Gymnomitrion crenulatum,Bryophytes,LOWER_PLANTS
492,Bry_777,Gymnomitrion obtusum,Bryophytes,LOWER_PLANTS
493,Bry_321,Gymnostomum aeruginosum,Bryophytes,LOWER_PLANTS
494,Bry_322,Gymnostomum calcareum,Bryophytes,LOWER_PLANTS
495,Bry_1037,Gymnostomum viridulum,Bryophytes,LOWER_PLANTS
496,Bry_325,Gyroweisia tenuis,Bryophytes,LOWER_PLANTS
497,Bry_229,Hamatocaulis vernicosus,Bryophytes,LOWER_PLANTS
498,Bry_778,Haplomitrium hookeri,Bryophytes,LOWER_PLANTS
499,Bry_779,Harpalejeunea molleri,Bryophytes,LOWER_PLANTS
500,Bry_781,Harpanthus scutatus,Bryophytes,LOWER_PLANTS
501,Bry_328,Hedwigia ciliata s.l.,Bryophytes,LOWER_PLANTS
502,Bry_496,Hennediella heimii,Bryophytes,LOWER_PLANTS
503,Bry_1059,Hennediella macrophylla,Bryophytes,LOWER_PLANTS
504,Bry_1003,Hennediella stanfordensis,Bryophytes,LOWER_PLANTS
505,Bry_783,Herbertus aduncus,Bryophytes,LOWER_PLANTS
506,Bry_782,Herbertus stramineus,Bryophytes,LOWER_PLANTS
507,Bry_360,Herzogiella seligeri,Bryophytes,LOWER_PLANTS
508,Bry_331,Heterocladium heteropterum,Bryophytes,LOWER_PLANTS
509,Bry_1770,Heterocladium wulfsbergii,Bryophytes,LOWER_PLANTS
510,Bry_333,Homalia trichomanoides,Bryophytes,LOWER_PLANTS
511,Bry_126,Homalothecium lutescens,Bryophytes,LOWER_PLANTS
512,Bry_128,Homalothecium sericeum,Bryophytes,LOWER_PLANTS
513,Bry_335,Hookeria lucens,Bryophytes,LOWER_PLANTS
514,Bry_336,Hygroamblystegium fluviatile,Bryophytes,LOWER_PLANTS
515,Bry_337,Hygroamblystegium tenax,Bryophytes,LOWER_PLANTS
516,Bry_20,Hygroamblystegium varium,Bryophytes,LOWER_PLANTS
517,Bry_784,Hygrobiella laxifolia,Bryophytes,LOWER_PLANTS
518,Bry_339,Hygrohypnum eugyrium,Bryophytes,LOWER_PLANTS
519,Bry_340,Hygrohypnum luridum,Bryophytes,LOWER_PLANTS
520,Bry_342,Hygrohypnum ochraceum,Bryophytes,LOWER_PLANTS
521,Bry_347,Hylocomiastrum umbratum,Bryophytes,LOWER_PLANTS
522,Bry_346,Hylocomium splendens,Bryophytes,LOWER_PLANTS
523,Bry_323,Hymenostylium recurvirostrum s.l.,Bryophytes,LOWER_PLANTS
524,Bry_348,Hyocomium armoricum,Bryophytes,LOWER_PLANTS
525,Bry_350,Hypnum callichroum,Bryophytes,LOWER_PLANTS
526,Bry_351,Hypnum cupressiforme s.l.,Bryophytes,LOWER_PLANTS
527,Bry_359,Isopterygiopsis pulchella,Bryophytes,LOWER_PLANTS
528,Bry_363,Isothecium alopecuroides,Bryophytes,LOWER_PLANTS
529,Bry_361,Isothecium holtii,Bryophytes,LOWER_PLANTS
530,Bry_362,Isothecium myosuroides,Bryophytes,LOWER_PLANTS
531,Bry_785,Jamesoniella autumnalis,Bryophytes,LOWER_PLANTS
532,Bry_788,Jubula hutchinsiae,Bryophytes,LOWER_PLANTS
533,Bry_947,Jungermannia atrovirens,Bryophytes,LOWER_PLANTS
534,Bry_942,Jungermannia exsertifolia,Bryophytes,LOWER_PLANTS
535,Bry_944,Jungermannia pumila,Bryophytes,LOWER_PLANTS
536,Bry_196,Kiaeria blyttii,Bryophytes,LOWER_PLANTS
537,Bry_199,Kiaeria falcata,Bryophytes,LOWER_PLANTS
538,Bry_209,Kiaeria starkei,Bryophytes,LOWER_PLANTS
539,Bry_249,Kindbergia praelonga,Bryophytes,LOWER_PLANTS
540,Bry_808,Kurzia pauciflora,Bryophytes,LOWER_PLANTS
541,Bry_809,Kurzia sylvatica,Bryophytes,LOWER_PLANTS
542,Bry_810,Kurzia trichoclados,Bryophytes,LOWER_PLANTS
543,Bry_790,Leiocolea badensis,Bryophytes,LOWER_PLANTS
544,Bry_791,Leiocolea bantriensis,Bryophytes,LOWER_PLANTS
545,Bry_794,Leiocolea collaris,Bryophytes,LOWER_PLANTS
546,Bry_796,Leiocolea turbinata,Bryophytes,LOWER_PLANTS
547,Bry_797,Lejeunea cavifolia,Bryophytes,LOWER_PLANTS
548,Bry_801,Lejeunea lamacerina,Bryophytes,LOWER_PLANTS
549,Bry_802,Lejeunea mandonii,Bryophytes,LOWER_PLANTS
550,Bry_803,Lejeunea patens,Bryophytes,LOWER_PLANTS
551,Bry_806,Lepidozia cupressina,Bryophytes,LOWER_PLANTS
552,Bry_805,Lepidozia pearsonii,Bryophytes,LOWER_PLANTS
553,Bry_807,Lepidozia reptans,Bryophytes,LOWER_PLANTS
554,Bry_1053,Leptobarbula berica,Bryophytes,LOWER_PLANTS
555,Bry_365,Leptobryum pyriforme,Bryophytes,LOWER_PLANTS
556,Bry_366,Leptodictyum riparium,Bryophytes,LOWER_PLANTS
557,Bry_367,Leptodon smithii,Bryophytes,LOWER_PLANTS
558,Bry_368,Leptodontium flexifolium,Bryophytes,LOWER_PLANTS
559,Bry_853,Leptoscyphus cuneifolius,Bryophytes,LOWER_PLANTS
560,Bry_373,Leskea polycarpa,Bryophytes,LOWER_PLANTS
561,Bry_375,Leucodon sciuroides,Bryophytes,LOWER_PLANTS
562,Bry_344,Loeskeobryum brevirostre,Bryophytes,LOWER_PLANTS
563,Bry_1056,Lophocolea bidentata,Bryophytes,LOWER_PLANTS
564,Bry_966,Lophocolea bispinosa,Bryophytes,LOWER_PLANTS
565,Bry_813,Lophocolea fragrans,Bryophytes,LOWER_PLANTS
566,Bry_814,Lophocolea heterophylla,Bryophytes,LOWER_PLANTS
567,Bry_967,Lophocolea semiteres,Bryophytes,LOWER_PLANTS
568,Bry_816,Lophozia bicrenata,Bryophytes,LOWER_PLANTS
569,Bry_818,Lophozia excisa,Bryophytes,LOWER_PLANTS
570,Bry_819,Lophozia incisa,Bryophytes,LOWER_PLANTS
571,Bry_822,Lophozia opacifolia,Bryophytes,LOWER_PLANTS
572,Bry_815,Lophozia sudetica,Bryophytes,LOWER_PLANTS
573,Bry_824,Lophozia ventricosa,Bryophytes,LOWER_PLANTS
574,Bry_826,Lunularia cruciata,Bryophytes,LOWER_PLANTS
575,Bry_827,Marchantia polymorpha,Bryophytes,LOWER_PLANTS
576,Bry_828,Marchesinia mackaii,Bryophytes,LOWER_PLANTS
577,Bry_831,Marsupella emarginata,Bryophytes,LOWER_PLANTS
578,Bry_838,Marsupella sprucei,Bryophytes,LOWER_PLANTS
579,Bry_842,Mastigophora woodsii,Bryophytes,LOWER_PLANTS
580,Bry_843,Metzgeria conjugata,Bryophytes,LOWER_PLANTS
581,Bry_844,Metzgeria fruticulosa s.l.,Bryophytes,LOWER_PLANTS
582,Bry_845,Metzgeria furcata,Bryophytes,LOWER_PLANTS
583,Bry_846,Metzgeria leptoneura,Bryophytes,LOWER_PLANTS
584,Bry_847,Metzgeria pubescens,Bryophytes,LOWER_PLANTS
585,Bry_433,Microbryum curvicollum,Bryophytes,LOWER_PLANTS
586,Bry_1781,Microbryum davallianum,Bryophytes,LOWER_PLANTS
587,Bry_435,Microbryum floerkeanum,Bryophytes,LOWER_PLANTS
588,Bry_499,Microbryum rectum,Bryophytes,LOWER_PLANTS
589,Bry_804,Microlejeunea ulicina,Bryophytes,LOWER_PLANTS
590,Bry_382,Mnium hornum,Bryophytes,LOWER_PLANTS
591,Bry_1080,Mnium marginatum,Bryophytes,LOWER_PLANTS
592,Bry_394,Mnium stellare,Bryophytes,LOWER_PLANTS
593,Bry_849,Moerckia blyttii,Bryophytes,LOWER_PLANTS
594,Bry_850,Moerckia hibernica s.l.,Bryophytes,LOWER_PLANTS
595,Bry_655,Molendoa warburgii,Bryophytes,LOWER_PLANTS
596,Bry_852,Mylia anomala,Bryophytes,LOWER_PLANTS
597,Bry_854,Mylia taylorii,Bryophytes,LOWER_PLANTS
598,Bry_856,Nardia compressa,Bryophytes,LOWER_PLANTS
599,Bry_858,Nardia scalaris,Bryophytes,LOWER_PLANTS
600,Bry_401,Neckera complanata,Bryophytes,LOWER_PLANTS
601,Bry_402,Neckera crispa,Bryophytes,LOWER_PLANTS
602,Bry_404,Neckera pumila,Bryophytes,LOWER_PLANTS
603,Bry_859,Nowellia curvifolia,Bryophytes,LOWER_PLANTS
604,Bry_860,Odontoschisma denudatum,Bryophytes,LOWER_PLANTS
605,Bry_863,Odontoschisma sphagni,Bryophytes,LOWER_PLANTS
606,Bry_407,Oligotrichum hercynicum,Bryophytes,LOWER_PLANTS
607,Bry_411,Orthodontium lineare,Bryophytes,LOWER_PLANTS
608,Bry_412,Orthothecium intricatum,Bryophytes,LOWER_PLANTS
609,Bry_413,Orthothecium rufescens,Bryophytes,LOWER_PLANTS
610,Bry_414,Orthotrichum affine,Bryophytes,LOWER_PLANTS
611,Bry_415,Orthotrichum anomalum,Bryophytes,LOWER_PLANTS
612,Bry_416,Orthotrichum cupulatum,Bryophytes,LOWER_PLANTS
613,Bry_417,Orthotrichum diaphanum,Bryophytes,LOWER_PLANTS
614,Bry_418,Orthotrichum lyellii,Bryophytes,LOWER_PLANTS
615,Bry_421,Orthotrichum pulchellum,Bryophytes,LOWER_PLANTS
616,Bry_422,Orthotrichum rivulare,Bryophytes,LOWER_PLANTS
617,Bry_423,Orthotrichum rupestre,Bryophytes,LOWER_PLANTS
618,Bry_427,Orthotrichum sprucei,Bryophytes,LOWER_PLANTS
619,Bry_428,Orthotrichum stramineum,Bryophytes,LOWER_PLANTS
620,Bry_429,Orthotrichum striatum,Bryophytes,LOWER_PLANTS
621,Bry_256,Oxyrrhynchium hians,Bryophytes,LOWER_PLANTS
622,Bry_529,Oxyrrhynchium pumilum,Bryophytes,LOWER_PLANTS
623,Bry_253,Oxyrrhynchium schleicheri,Bryophytes,LOWER_PLANTS
624,Bry_254,Oxyrrhynchium speciosum,Bryophytes,LOWER_PLANTS
625,Bry_4455,Oxystegus tenuirostris s.l.,Bryophytes,LOWER_PLANTS
626,Bry_864,Pallavicinia lyellii,Bryophytes,LOWER_PLANTS
627,Bry_161,Palustriella commutata s.l.,Bryophytes,LOWER_PLANTS
628,Bry_868,Pellia endiviifolia,Bryophytes,LOWER_PLANTS
629,Bry_867,Pellia epiphylla,Bryophytes,LOWER_PLANTS
630,Bry_869,Pellia neesiana,Bryophytes,LOWER_PLANTS
631,Bry_870,Petalophyllum ralfsii,Bryophytes,LOWER_PLANTS
632,Bry_689,Phaeoceros laevis s.l.,Bryophytes,LOWER_PLANTS
633,Bry_434,Phascum cuspidatum,Bryophytes,LOWER_PLANTS
634,Bry_438,Philonotis arnellii,Bryophytes,LOWER_PLANTS
635,Bry_437,Philonotis calcarea,Bryophytes,LOWER_PLANTS
636,Bry_439,Philonotis fontana,Bryophytes,LOWER_PLANTS
637,Bry_446,Plagiobryum zieri,Bryophytes,LOWER_PLANTS
638,Bry_872,Plagiochila asplenioides s.l.,Bryophytes,LOWER_PLANTS
639,Bry_786,Plagiochila carringtonii,Bryophytes,LOWER_PLANTS
640,Bry_875,Plagiochila exigua,Bryophytes,LOWER_PLANTS
641,Bry_873,Plagiochila punctata,Bryophytes,LOWER_PLANTS
642,Bry_874,Plagiochila spinulosa s.l.,Bryophytes,LOWER_PLANTS
643,Bry_379,Plagiomnium affine,Bryophytes,LOWER_PLANTS
644,Bry_381,Plagiomnium cuspidatum,Bryophytes,LOWER_PLANTS
645,Bry_392,Plagiomnium elatum,Bryophytes,LOWER_PLANTS
646,Bry_391,Plagiomnium ellipticum,Bryophytes,LOWER_PLANTS
647,Bry_383,Plagiomnium rostratum,Bryophytes,LOWER_PLANTS
648,Bry_395,Plagiomnium undulatum,Bryophytes,LOWER_PLANTS
649,Bry_447,Plagiopus oederianus,Bryophytes,LOWER_PLANTS
650,Bry_449,Plagiothecium denticulatum,Bryophytes,LOWER_PLANTS
651,Bry_451,Plagiothecium latebricola,Bryophytes,LOWER_PLANTS
652,Bry_456,Plagiothecium nemorale,Bryophytes,LOWER_PLANTS
653,Bry_458,Plagiothecium succulentum,Bryophytes,LOWER_PLANTS
654,Bry_459,Plagiothecium undulatum,Bryophytes,LOWER_PLANTS
655,Bry_364,Plasteurhynchium striatulum,Bryophytes,LOWER_PLANTS
656,Bry_1011,Platygyrium repens,Bryophytes,LOWER_PLANTS
657,Bry_244,Platyhypnidium lusitanicum,Bryophytes,LOWER_PLANTS
658,Bry_251,Platyhypnidium riparioides,Bryophytes,LOWER_PLANTS
659,Bry_460,Pleuridium acuminatum,Bryophytes,LOWER_PLANTS
660,Bry_461,Pleuridium subulatum,Bryophytes,LOWER_PLANTS
661,Bry_462,Pleurochaete squarrosa,Bryophytes,LOWER_PLANTS
662,Bry_881,Pleurozia purpurea,Bryophytes,LOWER_PLANTS
663,Bry_463,Pleurozium schreberi,Bryophytes,LOWER_PLANTS
664,Bry_479,Pogonatum aloides,Bryophytes,LOWER_PLANTS
665,Bry_486,Pogonatum nanum,Bryophytes,LOWER_PLANTS
666,Bry_489,Pogonatum urnigerum,Bryophytes,LOWER_PLANTS
667,Bry_1355,Pohlia andalusica,Bryophytes,LOWER_PLANTS
668,Bry_466,Pohlia annotina,Bryophytes,LOWER_PLANTS
669,Bry_467,Pohlia bulbifera,Bryophytes,LOWER_PLANTS
670,Bry_1012,Pohlia camptotrachela,Bryophytes,LOWER_PLANTS
671,Bry_468,Pohlia cruda,Bryophytes,LOWER_PLANTS
672,Bry_471,Pohlia drummondii,Bryophytes,LOWER_PLANTS
673,Bry_1081,Pohlia elongata,Bryophytes,LOWER_PLANTS
674,Bry_1015,Pohlia lutescens,Bryophytes,LOWER_PLANTS
675,Bry_470,Pohlia melanodon,Bryophytes,LOWER_PLANTS
676,Bry_475,Pohlia nutans,Bryophytes,LOWER_PLANTS
677,Bry_465,Pohlia wahlenbergii,Bryophytes,LOWER_PLANTS
678,Bry_481,Polytrichastrum alpinum,Bryophytes,LOWER_PLANTS
679,Bry_483,Polytrichastrum formosum,Bryophytes,LOWER_PLANTS
680,Bry_484,Polytrichastrum longisetum,Bryophytes,LOWER_PLANTS
